Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,status
104.1375,43.8375,81.4375,-38.9625,-86.5625,52.3375,131.9375,76.6375,1.5375,-26.0625,-54.9625,37.6375,78.4375,33.8375,-165.7625,-269.4625,1
107.5375,45.5375,83.8375,-37.8625,-85.2625,47.0375,131.3375,77.1375,0.8375,-30.0625,-55.7625,37.2375,83.1375,30.2375,-166.3625,-268.5625,1
109.43125,47.53125,82.93125,-35.96875,-94.96875,48.93125,133.23125,78.73125,-0.36875,-31.56875,-56.06875,37.83125,83.63125,30.83125,-166.16875,-267.96875,1
110.0125,49.1125,82.4125,-32.8875,-99.0875,51.4125,136.5125,80.9125,-1.8875,-32.7875,-56.8875,38.6125,76.5125,34.4125,-169.1875,-267.1875,1
112.05625,48.55625,83.45625,-30.34375,-106.04375,53.75625,137.85625,83.35625,-0.04375,-30.34375,-56.24375,39.35625,64.55625,31.05625,-166.84375,-264.14375,1
111.19375,45.69375,82.89375,-30.80625,-100.10625,53.49375,135.69375,82.29375,-0.20625,-29.60625,-57.70625,37.19375,70.99375,30.29375,-167.70625,-263.60625,1
108.00625,43.00625,79.00625,-32.29375,-94.39375,52.50625,135.70625,80.80625,-2.69375,-30.69375,-60.69375,34.70625,96.80625,29.60625,-170.99375,-268.39375,1
108.625,47.925,79.025,-29.775,-131.275,54.825,140.625,82.125,-0.575,-28.375,-59.375,38.825,90.325,40.125,-169.675,-263.375,1
106.9,50.1,77.0,-30.3,-123.3,54.0,135.8,80.6,0.7,-23.8,-58.6,41.9,80.6,38.8,-169.7,-260.7,1
103.2,49.7,73.6,-30.8,-88.0,54.3,125.2,78.8,-0.6,-24.9,-59.6,40.6,81.3,34.2,-171.3,-265.7,1
104.80625,50.60625,75.40625,-29.49375,-93.69375,55.80625,129.00625,79.60625,1.20625,-31.09375,-56.59375,40.10625,83.40625,25.60625,-168.19375,-266.49375,1
104.99375,48.39375,75.19375,-31.60625,-95.50625,52.39375,126.69375,76.99375,3.39375,-24.90625,-54.60625,40.39375,79.79375,31.79375,-167.70625,-265.70625,1
104.78125,47.08125,73.08125,-32.31875,-90.21875,53.38125,125.18125,76.38125,2.88125,-28.51875,-54.01875,40.78125,78.78125,32.38125,-166.71875,-262.91875,1
103.925,46.425,72.225,-34.275,-82.975,53.725,126.025,75.025,3.825,-27.875,-54.675,42.625,59.025,37.625,-164.675,-255.975,1
105.51875,45.71875,73.61875,-35.48125,-87.48125,52.41875,120.51875,72.31875,6.01875,-34.38125,-54.18125,42.61875,75.91875,38.61875,-163.08125,-258.68125,1
108.825,46.225,76.825,-34.175,-132.775,51.325,122.225,74.825,7.525,-18.975,-52.275,46.225,92.925,31.725,-165.275,-255.175,1
107.475,42.575,72.775,-37.425,-96.125,50.875,128.175,71.375,5.475,-20.625,-53.825,42.875,93.875,20.175,-166.225,-261.425,1
110.5375,42.9375,74.1375,-38.7625,-88.4625,50.7375,130.0375,70.5375,6.3375,-24.3625,-51.9625,42.2375,94.7375,9.2375,-162.7625,-265.1625,1
112.7875,43.5875,75.8875,-41.2125,-89.1125,42.0875,129.4875,68.1875,7.8875,-20.7125,-51.4125,42.8875,94.3875,13.7875,-161.6125,-266.9125,1
110.28125,44.68125,76.28125,-41.61875,-93.11875,43.98125,129.78125,67.98125,8.38125,-19.91875,-51.91875,43.48125,89.88125,18.48125,-161.71875,-264.91875,1
107.59375,42.99375,77.79375,-43.40625,-86.40625,42.49375,127.99375,67.89375,7.89375,-19.40625,-53.20625,43.19375,85.49375,22.39375,-162.00625,-261.30625,1
107.9375,41.4375,79.5375,-44.6625,-99.8625,46.8375,125.7375,68.5375,9.4375,-22.3625,-52.9625,41.9375,92.2375,27.4375,-160.4625,-260.7625,1
106.0125,39.6125,74.9125,-46.8875,-112.5875,46.7125,129.2125,67.7125,18.2125,-23.6875,-50.8875,41.4125,97.2125,20.0125,-150.7875,-256.1875,1
105.3125,38.5125,76.4125,-47.0875,-77.2875,41.8125,136.9125,67.1125,4.7125,-28.1875,-53.7875,40.1125,95.4125,17.8125,-158.7875,-258.9875,1
109.075,42.575,84.375,-41.925,-84.725,48.075,130.775,73.075,-4.125,-21.325,-54.325,42.575,73.475,27.675,-165.425,-259.825,1
111.075,40.375,83.675,-42.125,-96.325,48.875,128.275,74.675,-4.025,-23.025,-55.225,40.975,93.175,26.475,-165.025,-261.825,1
111.78125,35.68125,83.38125,-42.91875,-94.01875,51.68125,130.08125,75.68125,-2.21875,-32.71875,-56.61875,37.28125,106.58125,28.98125,-164.11875,-268.51875,1
108.98125,35.48125,79.38125,-45.91875,-78.11875,48.08125,128.08125,71.88125,-1.01875,-24.51875,-58.81875,37.28125,112.08125,20.38125,-165.01875,-268.21875,1
107.5875,39.9875,77.5875,-46.1125,-63.9125,41.7875,130.6875,70.1875,-4.4125,-33.0125,-60.1125,38.4875,110.0875,22.1875,-166.3125,-264.7125,1
106.15,44.05,76.45,-43.65,-65.55,43.25,133.65,70.35,-6.25,-34.15,-60.35,39.65,104.85,22.15,-166.05,-264.55,1
103.875,46.875,76.775,-40.325,-73.625,47.175,133.675,71.375,-6.725,-33.825,-60.725,39.675,102.775,25.975,-166.325,-266.625,1
101.1625,50.5625,76.9625,-35.4375,-88.6375,53.6625,132.8625,75.0625,-6.8375,-39.3375,-60.8375,40.0625,97.0625,35.8625,-166.7375,-265.4375,1
99.39375,51.79375,75.69375,-34.30625,-85.90625,55.89375,131.99375,75.99375,-8.30625,-38.50625,-62.50625,40.09375,95.89375,35.99375,-168.90625,-264.30625,1
100.1,53.4,76.1,-32.7,-86.3,56.0,133.3,76.0,-9.5,-34.0,-64.2,40.7,90.2,35.1,-171.2,-263.0,1
99.825,52.625,75.625,-32.175,-89.875,57.525,128.625,75.525,-9.575,-24.275,-65.975,40.725,91.225,34.825,-172.175,-262.475,1
100.23125,50.83125,73.93125,-30.16875,-94.36875,63.93125,128.33125,76.63125,-11.36875,-24.46875,-67.26875,38.93125,97.73125,33.83125,-172.16875,-264.56875,1
103.0875,53.7875,75.1875,-26.3125,-86.1125,63.8875,129.9875,81.3875,-12.9125,-43.6125,-66.8125,37.3875,90.7875,39.9875,-173.2125,-266.5125,1
107.26875,55.66875,76.06875,-25.33125,-101.83125,63.96875,133.46875,84.36875,-12.63125,-41.73125,-64.93125,40.76875,77.56875,43.26875,-174.73125,-261.23125,1
105.125,53.125,71.725,-28.575,-86.575,63.225,129.125,79.625,-16.575,-43.875,-69.075,38.125,103.925,43.825,-180.675,-262.475,1
106.7875,56.1875,71.1875,-24.7125,-91.5125,62.3875,127.8875,82.6875,-14.4125,-47.2125,-66.7125,39.9875,99.2875,36.8875,-176.8125,-261.9125,1
107.5625,58.1625,71.5625,-20.5375,-103.8375,66.6625,126.3625,86.1625,-16.9375,-45.8375,-65.8375,41.0625,97.0625,38.4625,-177.2375,-262.8375,1
106.4375,58.4375,71.3375,-19.6625,-103.4625,66.0375,124.4375,85.6375,-12.1625,-38.9625,-64.7625,40.9375,93.3375,33.9375,-176.5625,-264.9625,1
105.1375,59.2375,70.3375,-19.3625,-123.5625,68.4375,124.6375,85.2375,-7.7625,-32.5625,-62.7625,43.5375,82.4375,40.9375,-173.2625,-260.6625,1
102.675,56.575,69.975,-22.325,-109.025,67.775,123.975,84.275,-8.525,-33.025,-63.925,43.875,80.275,38.675,-174.725,-256.525,1
97.65,58.55,66.15,-23.05,-98.75,66.95,126.55,83.45,-10.05,-32.85,-66.55,46.35,67.95,42.55,-176.35,-248.55,1
94.14375,57.34375,63.84375,-23.85625,-84.35625,65.04375,136.44375,82.94375,-17.15625,-45.25625,-71.25625,44.44375,87.54375,45.54375,-181.05625,-254.35625,1
93.21875,58.41875,66.81875,-23.08125,-104.88125,65.61875,124.81875,83.31875,-16.18125,-43.78125,-70.88125,47.71875,99.81875,48.21875,-180.68125,-248.48125,1
94.55,58.95,67.95,-22.95,-122.05,67.25,119.05,83.55,-12.35,-35.35,-68.35,50.95,94.65,47.85,-176.65,-247.05,1
94.3375,56.3375,68.7375,-27.5625,-83.0625,56.1375,117.2375,76.2375,-11.3625,-33.2625,-69.0625,49.7375,93.8375,45.6375,-178.1625,-255.7625,1
94.5375,57.1375,69.8375,-28.0625,-71.9625,55.7375,121.1375,75.2375,-12.8625,-35.6625,-71.1625,51.8375,87.4375,39.1375,-181.2625,-251.0625,1
96.95625,57.25625,73.45625,-26.84375,-85.84375,57.25625,130.45625,77.35625,-12.64375,-35.14375,-71.64375,52.25625,83.95625,34.35625,-180.54375,-250.64375,1
98.43125,56.43125,76.83125,-26.36875,-88.66875,57.43125,131.43125,77.63125,-14.36875,-34.76875,-72.36875,49.73125,91.23125,33.83125,-180.96875,-255.46875,1
98.0125,54.5125,77.7125,-26.7875,-77.7875,56.8125,128.7125,76.9125,-13.3875,-34.2875,-72.5875,48.0125,86.9125,33.6125,-180.4875,-255.8875,1
100.44375,53.34375,79.14375,-27.85625,-86.95625,54.14375,128.84375,74.94375,-9.55625,-30.45625,-69.85625,48.84375,82.64375,30.84375,-175.35625,-253.15625,1
103.65625,52.85625,81.45625,-26.54375,-92.74375,53.65625,130.45625,76.35625,-8.74375,-33.44375,-66.84375,48.75625,77.05625,31.95625,-174.74375,-253.14375,1
103.25,48.85,82.65,-28.15,-85.35,50.95,130.35,76.75,-12.65,-39.55,-68.65,43.95,105.05,27.75,-177.15,-258.05,1
104.34375,45.04375,83.74375,-30.45625,-87.35625,48.74375,133.74375,75.74375,-3.85625,-35.55625,-66.05625,40.14375,102.34375,23.64375,-172.25625,-261.95625,1
107.4875,42.2875,86.3875,-30.7125,-85.8125,53.8875,130.6875,74.1875,-10.6125,-29.1125,-66.2125,37.1875,104.0875,23.7875,-176.9125,-260.6125,1
114.0,41.6,91.9,-29.8,-63.4,48.1,133.8,77.6,-16.9,-47.6,-64.3,32.5,105.5,19.1,-176.2,-265.9,1
117.025,38.325,94.825,-31.575,-70.275,44.825,137.625,76.925,-5.575,-41.375,-60.475,30.325,103.625,6.925,-168.375,-272.775,1
121.3625,38.9625,100.8625,-30.7375,-94.9375,37.0625,144.3625,77.2625,-4.8375,-30.7375,-58.2375,32.6625,103.3625,4.6625,-168.3375,-272.7375,1
119.40625,34.40625,101.90625,-34.49375,-80.89375,34.40625,148.00625,75.60625,-6.39375,-27.29375,-59.69375,30.80625,105.70625,1.80625,-170.29375,-272.99375,1
117.43125,33.73125,98.93125,-37.96875,-51.16875,36.53125,129.33125,71.63125,-1.86875,-25.86875,-58.26875,32.43125,85.33125,5.03125,-167.36875,-267.86875,1
118.74375,34.24375,97.14375,-41.35625,-66.85625,35.64375,127.24375,69.54375,-1.45625,-29.55625,-56.75625,33.94375,107.44375,7.64375,-166.65625,-268.95625,1
119.64375,34.34375,95.44375,-43.75625,-61.05625,33.34375,132.24375,67.54375,-1.15625,-27.25625,-55.85625,34.54375,110.84375,0.34375,-166.95625,-272.25625,1
120.15,38.35,94.35,-42.05,-80.95,34.25,133.75,67.95,-1.25,-26.65,-54.45,37.35,111.85,4.65,-165.55,-271.75,1
119.675,41.875,93.075,-41.425,-87.125,33.775,133.875,67.175,-2.725,-28.325,-53.325,39.975,111.175,5.775,-163.825,-269.625,1
118.29375,43.49375,92.39375,-42.60625,-81.50625,32.69375,132.99375,66.19375,-3.10625,-26.90625,-52.70625,41.99375,107.99375,4.09375,-165.60625,-267.70625,1
116.5625,42.5625,90.3625,-44.3375,-75.1375,32.8625,134.0625,65.3625,-4.3375,-27.2375,-54.3375,41.8625,107.3625,8.2625,-166.1375,-267.7375,1
117.71875,43.31875,93.31875,-43.68125,-79.38125,33.91875,133.81875,65.71875,-5.38125,-28.98125,-55.18125,42.21875,103.91875,8.91875,-163.98125,-266.28125,1
118.66875,45.46875,96.16875,-40.43125,-103.03125,36.66875,133.06875,66.56875,-4.83125,-29.63125,-54.13125,43.26875,110.06875,10.26875,-158.23125,-269.93125,1
114.3375,42.1375,92.0375,-42.3625,-43.6625,34.7375,136.0375,65.3375,-6.4625,-32.3625,-57.8625,40.4375,91.9375,5.6375,-165.0625,-274.8625,1
112.4875,41.4875,88.4875,-44.0125,-53.6125,31.2875,140.7875,64.9875,-4.8125,-27.6125,-59.0125,41.2875,111.6875,-3.9125,-167.0125,-272.5125,1
113.4875,43.8875,87.3875,-43.0125,-74.5125,33.5875,134.1875,65.0875,-4.9125,-26.2125,-58.7125,43.2875,110.5875,5.9875,-164.6125,-265.5125,1
113.7375,42.7375,85.6375,-42.8625,-66.5625,36.0375,129.4375,63.9375,-3.5625,-27.5625,-57.9625,44.0375,103.4375,9.8375,-165.0625,-265.2625,1
113.35625,41.15625,85.55625,-42.64375,-65.54375,37.75625,130.85625,62.85625,-1.94375,-28.94375,-56.84375,42.95625,110.95625,4.25625,-163.84375,-269.94375,1
112.525,41.625,86.725,-40.475,-76.475,35.625,130.025,64.725,-2.275,-29.575,-56.975,43.625,112.725,8.125,-162.375,-267.575,1
112.2,45.8,88.8,-37.5,-113.9,34.1,128.7,67.1,-0.1,-22.8,-55.4,48.3,103.8,15.5,-156.7,-257.9,1
107.45,45.85,85.05,-39.65,-71.25,34.45,125.85,64.25,1.05,-20.45,-57.75,49.55,81.15,10.75,-163.15,-253.15,1
101.39375,41.29375,78.99375,-43.20625,-50.20625,35.99375,123.79375,62.19375,1.69375,-14.40625,-61.70625,46.29375,97.79375,13.49375,-169.00625,-264.40625,1
102.175,42.275,77.675,-43.825,-63.325,33.275,133.375,59.775,0.875,-14.625,-61.625,48.275,107.075,9.775,-168.025,-263.125,1
105.64375,42.94375,81.64375,-42.35625,-83.15625,33.14375,132.14375,60.94375,0.14375,-13.55625,-61.25625,50.44375,107.44375,10.44375,-167.75625,-256.85625,1
107.075,42.775,83.375,-40.925,-77.325,33.275,122.775,61.375,-0.925,-13.425,-62.125,49.875,104.975,14.175,-170.325,-254.625,1
108.9625,42.0625,83.8625,-41.6375,-72.1375,37.1625,124.1625,61.1625,-1.9375,-16.3375,-62.2375,49.6625,97.3625,15.3625,-172.1375,-253.3375,1
110.65,38.65,83.25,-46.15,-58.85,33.95,128.85,60.65,0.45,-14.95,-60.65,50.05,88.35,11.65,-169.45,-256.45,1
112.4375,37.9375,83.8375,-46.5625,-78.7625,35.2375,130.6375,62.5375,4.9375,-12.5625,-57.9625,52.1375,86.9375,9.1375,-165.3625,-254.5625,1
109.35625,34.35625,81.25625,-50.54375,-80.34375,31.95625,130.95625,60.15625,6.45625,-14.14375,-59.74375,49.75625,112.45625,9.75625,-166.44375,-255.24375,1
107.7625,33.5625,80.8625,-52.9375,-81.2375,29.3625,129.3625,58.7625,9.5625,-5.9375,-58.3375,51.0625,107.4625,7.2625,-164.9375,-251.6375,1
108.71875,36.21875,81.01875,-52.18125,-83.18125,28.01875,126.71875,59.61875,9.61875,-3.68125,-55.48125,53.31875,103.71875,1.21875,-163.78125,-249.88125,1
107.43125,37.13125,80.43125,-52.06875,-82.76875,27.53125,127.83125,58.23125,9.23125,-1.26875,-55.76875,53.13125,101.33125,3.63125,-167.76875,-246.26875,1
107.65,36.05,81.95,-49.85,-89.05,31.05,129.35,60.15,8.65,-6.85,-54.95,50.65,99.65,10.65,-164.65,-250.45,1
110.075,38.675,83.575,-45.125,-117.325,35.575,128.175,64.475,11.375,-5.725,-51.225,50.575,102.875,10.075,-160.025,-256.025,1
108.71875,37.01875,82.91875,-46.58125,-92.18125,32.41875,127.71875,61.71875,6.01875,0.91875,-53.18125,50.31875,107.31875,-3.18125,-165.88125,-254.08125,1
109.45625,38.25625,83.35625,-44.94375,-72.34375,34.45625,131.85625,62.95625,3.55625,-16.04375,-54.54375,48.35625,102.95625,-3.54375,-168.14375,-255.64375,1
109.275,39.075,81.075,-44.125,-73.025,39.675,132.375,61.475,1.675,-17.825,-57.325,47.075,99.175,6.575,-170.525,-254.625,1
110.48125,40.38125,80.88125,-41.91875,-79.71875,37.08125,131.58125,63.58125,2.18125,-11.71875,-58.31875,47.88125,98.08125,4.28125,-170.41875,-254.31875,1
110.6375,41.1375,80.2375,-41.8625,-84.6625,33.3375,135.2375,64.8375,6.5375,-9.3625,-57.8625,48.2375,94.1375,4.0375,-168.2625,-256.3625,1
111.45,42.85,81.35,-41.75,-85.25,35.45,131.25,64.25,6.05,-12.75,-56.45,48.75,92.05,8.65,-169.25,-256.65,1
113.925,45.425,82.625,-41.975,-106.875,34.625,119.225,62.925,2.425,-4.075,-54.575,51.925,98.025,14.425,-169.375,-248.675,1
111.8875,45.8875,76.8875,-42.0125,-88.6125,35.3875,125.5875,61.6875,-0.2125,-17.0125,-55.2125,49.5875,98.6875,17.8875,-170.3125,-250.1125,1
109.5,46.0,75.2,-42.6,-80.3,34.4,127.3,60.0,2.0,-19.5,-55.3,49.9,95.0,21.1,-171.5,-251.2,1
109.85625,46.45625,78.25625,-42.44375,-87.04375,32.55625,133.05625,62.15625,9.55625,-5.54375,-51.14375,53.45625,64.35625,14.85625,-166.64375,-251.74375,1
108.35625,46.25625,79.65625,-41.64375,-104.04375,35.05625,133.35625,63.25625,-2.44375,-9.54375,-53.04375,52.95625,105.25625,12.35625,-173.24375,-252.54375,1
104.7375,44.7375,75.8375,-42.6625,-86.5625,39.5375,126.9375,61.9375,-5.8625,-15.6625,-55.0625,51.4375,112.0375,15.5375,-175.9625,-250.9625,1
106.14375,45.34375,76.24375,-42.25625,-81.05625,37.84375,130.44375,63.94375,-3.05625,-18.55625,-54.35625,52.54375,98.74375,12.54375,-174.85625,-249.65625,1
111.175,48.775,81.675,-39.625,-119.325,32.675,137.675,64.975,-3.925,-15.025,-52.325,56.475,105.775,11.375,-173.825,-246.525,1
112.49375,43.89375,83.59375,-40.80625,-110.20625,33.09375,142.89375,63.49375,-7.00625,-16.40625,-53.40625,53.49375,103.59375,23.09375,-174.70625,-257.10625,1
111.1375,42.8375,82.5375,-41.8625,-66.5625,33.7375,131.4375,61.3375,-10.2625,-25.0625,-54.9625,51.5375,97.4375,22.6375,-176.0625,-259.8625,1
114.43125,42.63125,86.73125,-42.66875,-55.96875,27.53125,130.83125,59.93125,-9.66875,-24.06875,-53.26875,52.03125,86.53125,16.33125,-174.66875,-256.66875,1
118.30625,44.20625,85.10625,-41.39375,-77.29375,31.50625,123.60625,60.70625,-9.69375,-20.59375,-50.99375,54.40625,84.10625,18.80625,-171.59375,-249.19375,1
114.9375,43.4375,79.7375,-41.1625,-84.6625,36.4375,136.2375,63.3375,-12.9625,-27.6625,-53.4625,53.5375,108.6375,12.7375,-175.8625,-253.2625,1
111.0,41.8,78.0,-41.9,-65.4,36.5,147.6,64.5,-15.1,-30.4,-55.4,52.4,106.8,10.4,-178.9,-261.9,1
110.21875,42.91875,80.81875,-40.88125,-86.18125,36.81875,145.21875,66.71875,-9.68125,-23.78125,-52.68125,55.11875,101.71875,12.31875,-174.58125,-264.08125,1
109.58125,42.08125,81.48125,-42.51875,-76.51875,33.88125,130.48125,65.78125,-10.31875,-23.61875,-51.81875,55.48125,112.48125,12.18125,-174.51875,-264.11875,1
109.93125,41.83125,80.33125,-43.96875,-80.26875,32.93125,136.23125,63.33125,-10.96875,-24.66875,-51.36875,56.33125,110.93125,15.13125,-173.86875,-261.86875,1
109.9875,42.0875,80.4875,-44.5125,-90.6125,33.2875,142.3875,64.9875,-8.2125,-21.0125,-50.2125,58.3875,97.7875,14.4875,-172.3125,-257.0125,1
108.85625,38.55625,78.95625,-47.14375,-57.64375,31.05625,140.55625,62.95625,-11.04375,-27.44375,-52.24375,56.05625,99.55625,9.05625,-171.54375,-258.54375,1
109.84375,40.24375,78.44375,-46.15625,-81.25625,31.24375,138.14375,62.14375,-8.55625,-23.65625,-49.95625,58.24375,103.94375,13.14375,-166.75625,-259.05625,1
111.3,41.4,80.4,-47.8,-82.8,23.7,139.2,62.0,-8.3,-26.4,-48.3,59.5,107.7,11.5,-165.5,-257.6,1
111.275,37.575,80.375,-51.625,-82.525,25.175,135.275,60.275,-7.225,-25.125,-48.025,59.175,106.875,18.975,-166.125,-254.325,1
113.31875,35.41875,82.61875,-52.48125,-77.18125,25.31875,135.41875,59.91875,-7.38125,-28.28125,-46.88125,58.11875,109.11875,13.21875,-163.58125,-256.68125,1
114.34375,36.44375,84.84375,-49.95625,-83.75625,32.84375,138.54375,60.64375,-7.95625,-29.85625,-47.05625,57.84375,103.14375,8.34375,-161.75625,-256.65625,1
115.96875,38.86875,87.36875,-47.73125,-99.53125,31.46875,139.76875,63.96875,-3.63125,-25.83125,-44.63125,59.86875,86.66875,10.36875,-157.23125,-255.73125,1
116.425,37.025,82.925,-51.375,-104.975,21.025,139.125,61.825,0.425,-23.575,-42.375,59.225,103.625,11.025,-154.275,-256.075,1
115.90625,35.10625,77.20625,-52.99375,-93.19375,20.90625,137.50625,59.60625,3.50625,-22.89375,-41.69375,56.60625,111.00625,4.40625,-152.49375,-258.49375,1
117.1125,33.3125,75.5125,-55.5875,-73.8875,17.1125,132.8125,56.3125,6.2125,-18.9875,-39.8875,54.1125,112.2125,-1.4875,-150.1875,-264.6875,1
118.63125,34.03125,74.83125,-56.16875,-82.16875,16.03125,132.33125,56.53125,6.03125,-16.76875,-38.16875,55.73125,114.03125,-5.36875,-148.66875,-260.86875,1
119.33125,34.43125,76.03125,-55.66875,-98.86875,19.73125,131.93125,57.93125,8.63125,-18.86875,-36.36875,55.13125,109.23125,4.53125,-143.66875,-263.46875,1
117.2125,33.7125,74.5125,-57.4875,-106.9875,20.1125,130.9125,57.4125,13.4125,-19.9875,-34.6875,54.9125,112.8125,3.6125,-136.9875,-262.4875,1
113.80625,34.60625,70.90625,-59.19375,-75.19375,19.70625,134.20625,56.60625,6.20625,-12.09375,-38.29375,56.00625,97.50625,2.90625,-148.99375,-258.69375,1
117.875,39.775,76.375,-55.425,-82.525,23.175,126.575,60.575,9.575,-21.925,-35.025,56.975,85.375,6.775,-147.225,-260.925,1
117.01875,39.71875,72.11875,-57.78125,-95.88125,20.01875,128.81875,57.91875,8.71875,-22.68125,-35.68125,55.71875,114.41875,3.51875,-144.08125,-261.88125,1
114.9875,42.0875,67.8875,-57.4125,-104.6125,22.1875,132.2875,57.9875,9.3875,-21.1125,-36.6125,56.9875,105.9875,9.5875,-144.1125,-255.5125,1
115.7125,45.8125,68.0125,-55.6875,-104.7875,22.3125,130.2125,57.4125,9.5125,-18.7875,-37.1875,57.1125,103.8125,7.2125,-145.9875,-254.6875,1
116.8125,48.3125,68.1125,-53.0875,-106.9875,25.1125,126.3125,58.1125,9.0125,-16.2875,-36.7875,56.4125,99.6125,11.3125,-146.3875,-259.5875,1
116.79375,48.19375,65.89375,-51.10625,-116.00625,29.89375,125.99375,59.79375,10.19375,-19.20625,-36.10625,56.09375,95.09375,17.49375,-144.90625,-258.10625,1
118.88125,50.68125,68.08125,-47.11875,-131.91875,33.78125,132.28125,62.98125,7.28125,-24.41875,-36.21875,55.98125,94.18125,18.38125,-145.11875,-257.71875,1
116.08125,50.88125,69.48125,-45.01875,-115.61875,36.98125,132.98125,63.48125,3.68125,-30.81875,-40.01875,52.48125,96.48125,19.18125,-148.11875,-262.11875,1
108.6625,47.0625,67.2625,-46.7375,-61.4375,38.0625,127.9625,60.1625,-4.7375,-29.7375,-46.5375,48.0625,95.7625,17.6625,-157.6375,-263.8375,1
108.325,48.225,67.825,-45.875,-91.975,34.625,131.325,62.125,-1.775,-23.375,-45.075,49.825,96.725,25.125,-156.475,-259.575,1
108.825,47.725,67.125,-46.575,-78.275,35.025,133.325,60.925,2.425,-21.375,-41.975,49.725,78.325,17.625,-151.775,-261.075,1
110.90625,47.40625,69.10625,-45.89375,-90.29375,32.70625,135.90625,61.10625,8.40625,-26.29375,-38.39375,47.70625,87.90625,13.10625,-146.99375,-266.39375,1
110.49375,46.69375,66.09375,-46.50625,-110.00625,36.69375,134.69375,61.69375,7.09375,-26.40625,-38.10625,47.59375,108.89375,13.29375,-148.10625,-264.10625,1
112.11875,44.81875,67.21875,-47.88125,-98.28125,36.41875,134.31875,63.11875,6.71875,-28.68125,-37.58125,47.11875,103.31875,13.11875,-148.28125,-267.58125,1
113.83125,45.23125,69.73125,-48.36875,-97.06875,36.73125,133.23125,61.53125,6.93125,-27.86875,-36.86875,48.43125,96.93125,13.83125,-148.86875,-267.36875,1
115.6125,46.5125,71.9125,-48.9875,-96.6875,31.6125,133.5125,58.9125,7.1125,-26.5875,-36.3875,49.4125,96.0125,15.3125,-150.0875,-267.1875,1
116.1875,47.3875,73.3875,-48.5125,-99.1125,31.6875,134.4875,58.9875,7.5875,-27.1125,-36.9125,50.7875,95.3875,13.7875,-151.4125,-266.6125,1
116.775,47.975,77.075,-47.625,-99.425,32.775,138.275,60.175,6.975,-29.025,-37.525,52.375,85.975,13.675,-152.225,-266.225,1
116.025,46.225,78.125,-48.275,-93.775,31.925,139.925,58.325,6.725,-29.575,-37.575,51.625,89.425,12.325,-152.375,-269.075,1
116.51875,45.11875,80.61875,-50.08125,-79.18125,29.11875,126.31875,54.81875,7.71875,-29.38125,-36.08125,52.01875,90.11875,11.61875,-149.88125,-269.38125,1
117.6375,44.9375,81.7375,-51.5625,-74.9625,28.3375,126.1375,52.9375,11.8375,-23.3625,-34.4625,55.7375,69.6375,11.3375,-150.4625,-265.4625,1
119.01875,47.01875,81.41875,-52.38125,-100.38125,27.71875,129.61875,51.71875,14.91875,-19.68125,-33.08125,59.41875,76.01875,10.01875,-149.88125,-261.48125,1
117.48125,45.78125,78.78125,-55.71875,-94.21875,22.28125,128.78125,48.68125,14.08125,-21.71875,-34.31875,58.98125,99.48125,3.48125,-149.51875,-262.31875,1
117.0625,42.9625,79.0625,-57.7375,-97.7375,21.8625,127.5625,47.3625,14.9625,-20.6375,-33.7375,59.5625,95.8625,12.5625,-147.5375,-261.4375,1
115.79375,41.79375,77.89375,-59.50625,-99.20625,21.09375,125.59375,44.89375,18.39375,-16.40625,-32.50625,61.59375,92.29375,13.99375,-147.90625,-257.80625,1
114.78125,40.68125,75.28125,-61.91875,-99.41875,17.88125,123.48125,43.28125,22.48125,-11.51875,-30.71875,63.48125,92.38125,7.78125,-146.11875,-251.81875,1
114.84375,39.84375,72.74375,-62.35625,-104.75625,18.64375,120.24375,42.34375,22.74375,-7.35625,-30.35625,63.84375,95.44375,7.34375,-144.45625,-248.75625,1
115.34375,38.84375,73.84375,-60.45625,-104.75625,20.94375,124.04375,46.04375,22.34375,-16.65625,-29.55625,60.94375,91.94375,15.24375,-141.65625,-256.45625,1
114.6625,38.5625,73.0625,-60.6375,-114.5375,21.7625,124.4625,47.8625,26.4625,-14.8375,-28.7375,61.9625,90.0625,12.4625,-139.6375,-252.9375,1
110.90625,34.90625,68.40625,-64.99375,-94.09375,19.40625,118.40625,45.70625,28.90625,-7.49375,-31.09375,61.70625,91.30625,10.80625,-141.49375,-251.29375,1
109.9625,34.3625,66.8625,-66.4375,-102.4375,19.4625,110.1625,44.7625,34.0625,-2.5375,-31.1375,62.9625,89.0625,15.3625,-139.9375,-244.5375,1
107.9875,37.0875,62.7875,-63.7125,-99.3125,23.3875,112.8875,46.0875,31.3875,-12.7125,-31.8125,63.8875,79.5875,23.0875,-139.5125,-241.1125,1
107.93125,39.63125,60.73125,-61.46875,-109.56875,25.93125,116.73125,47.93125,31.93125,-6.46875,-29.96875,67.13125,69.73125,21.33125,-139.36875,-242.16875,1
110.025,39.625,61.025,-60.375,-136.275,27.125,116.625,49.925,43.625,0.725,-25.175,68.725,71.525,13.525,-133.075,-247.575,1
106.1625,36.4625,55.2625,-63.2375,-123.6375,27.9625,107.3625,44.2625,45.8625,2.5625,-27.2375,66.4625,84.9625,16.1625,-134.3375,-245.0375,1
